Metrics;load point;link;number of slots; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Requisitons per number of slots per link;2;<2-1>;3; ;0.1675879371870096;0.16556251746019077;0.16601262583176932;0.16719330947658018;0.16866494814459565;0.16616114598035978;0.16755279354407526;0.1689046288906624;0.1646244486011223;0.16643232516628276
Requisitons per number of slots per link;2;<2-1>;5; ;0.16772787701288447;0.1669792872251267;0.1662434637734978;0.16813030173144208;0.164208780448814;0.16507002212278646;0.16519865534818304;0.16606145251396648;0.16680503736008723;0.16883557204256042
Requisitons per number of slots per link;2;<1-2>;1; ;0.5014104513444302;0.5001453153342754;0.4978480482993604;0.5006319590731267;0.5022667000250187;0.5011287132668758;0.5001704055652453;0.49797035210632346;0.5006597492952678;0.5019953875463752
Requisitons per number of slots per link;2;<1-2>;2; ;0.1671234795134443;0.16684204724251625;0.16774264251698648;0.1676095897281573;0.16582436827620717;0.16772878918033443;0.16657645195565446;0.16807489150153854;0.16497730862272336;0.16629900731976335
Requisitons per number of slots per link;2;<1-2>;3; ;0.16470270486555696;0.1668921559784733;0.16642756092215116;0.16569365031597955;0.16601451088316238;0.16494196615857923;0.16527335057436698;0.16766395044652255;0.1671764729402827;0.165266218790735
Requisitons per number of slots per link;2;<1-2>;5; ;0.16676336427656852;0.16612048144473507;0.16798174826150197;0.16606480088273648;0.1658944208156117;0.1662005313942106;0.16797979190473328;0.16629080594561546;0.16718646914172614;0.16643938634312644
Requisitons per number of slots per link;3;<2-1>;1; ;0.4988335185685821;0.49978460582866646;0.4984711626181716;0.5002842524161455;0.5007862343879892;0.5026241865021843;0.5001997044374326;0.4990018764722322;0.4973825657861812;0.49824466648663246
Requisitons per number of slots per link;3;<2-1>;2; ;0.16676178747008702;0.16837813198152618;0.1655655695796449;0.16816771889929485;0.16600062097493065;0.16607851566014536;0.16567480129408477;0.1682337206052621;0.168206431981743;0.16830197737570138
Requisitons per number of slots per link;3;<2-1>;3; ;0.168253682176364;0.16672510694571066;0.16692899176934103;0.16482650628846135;0.16856464649499714;0.1640491447651228;0.16794144665894475;0.16694614125444165;0.16717547319006676;0.1672117702363449
Requisitons per number of slots per link;3;<2-1>;5; ;0.1661510117849669;0.1651121552440967;0.16903427603284243;0.16672152239609825;0.16464849814208307;0.1672481530725475;0.1661840476095379;0.16581826166806404;0.16723552904200906;0.16624158590132126
Requisitons per number of slots per link;3;<1-2>;1; ;0.4979628113203779;0.4999001936243687;0.4989028744688915;0.4985964630869792;0.5002994968453;0.49662932586517305;0.4981224277259846;0.5024092643979844;0.4991608726923999;0.49985004498650404
Requisitons per number of slots per link;3;<1-2>;2; ;0.16521200742974695;0.16668662794179293;0.16662344656998662;0.16618879576532863;0.16673987700662887;0.16984396879375876;0.16710893924676806;0.16692545806076756;0.16744585630943817;0.16710986703988803
Requisitons per number of slots per link;3;<1-2>;3; ;0.16824781801114463;0.16549893207178074;0.1666034988330574;0.16792316637927576;0.16576152064531588;0.16705341068213642;0.16659823958823589;0.16674513889584563;0.1667865419963238;0.16718984304708587
Requisitons per number of slots per link;3;<1-2>;5; ;0.16857736323873054;0.1679142463620576;0.16787018012806448;0.1672915747684164;0.16719910550275538;0.1664732946589318;0.16817039343901144;0.16392013864540236;0.1666067290018381;0.16585024492652203
Requisitons per number of slots per link;4;<2-1>;1; ;0.5012674903690693;0.5009837777063926;0.4990909090909091;0.5049421829557152;0.4995647780367988;0.5034211923581683;0.5012205206890711;0.5000900540324195;0.49986492570914004;0.4999598723942136
Requisitons per number of slots per link;4;<2-1>;2; ;0.1651130761093036;0.16716190170253775;0.16754245754245753;0.1636966928850555;0.16687510630421515;0.16635109548282392;0.1662996801737623;0.16617970782469482;0.16487067887338036;0.16589755422242733
Requisitons per number of slots per link;4;<2-1>;3; ;0.16673985508692787;0.1666198201092194;0.1672027972027972;0.1671147445955805;0.16620476442985924;0.16432743265310212;0.1669672302649277;0.16662997798679208;0.16613137225474012;0.16827511486527155
Requisitons per number of slots per link;4;<2-1>;5; ;0.1668795784346993;0.16523450048185032;0.16616383616383618;0.1642463795636487;0.16735535122912684;0.1659002795059057;0.1655125688722389;0.16710026015609367;0.1691330231627395;0.1658674585180875
Requisitons per number of slots per link;4;<1-2>;1; ;0.5018384378788334;0.4999750983614722;0.503227872806798;0.49864937871420856;0.502488457156563;0.49971055573299267;0.5013046445345429;0.5003747339389034;0.500389742769772;0.5002043277616641
Requisitons per number of slots per link;4;<1-2>;2; ;0.1687154979812249;0.16577518800737087;0.16624796068500966;0.1669568001280589;0.1671763506625892;0.1680673107633344;0.16754646541688412;0.16876018027200687;0.16697979333639798;0.16692083046776107
Requisitons per number of slots per link;4;<1-2>;3; ;0.16540931541983508;0.16812590268439664;0.16549729259040546;0.16728695199791904;0.16681657372429093;0.16515290641967423;0.16569989161414636;0.16517272736357186;0.16725960865828554;0.16575466714509265
Requisitons per number of slots per link;4;<1-2>;5; ;0.1640367487201066;0.1661238109467603;0.16502687391778684;0.16710686915981351;0.16351861845655694;0.1670692270839987;0.16544899843442656;0.16569235842551788;0.16537085523554454;0.16712017462548218

