Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5
External Fragmentation Per Link;2;<5-6>; ;0.7430905965616031;0.6871306592421501;0.7017805157318382;0.6318822320447819;0.602169527051361
External Fragmentation Per Link;2;<6-5>; ;0.7487501370012106;0.7974110245639351;0.7383717516220313;0.7084594184677642;0.6439278523532408
External Fragmentation Per Link;3;<1-2>; ;0.05747651884956576;0.06895310072917811;0.057965759117626345;0.04670834992449059;0.0803188353531338
External Fragmentation Per Link;3;<2-1>; ;0.06285926143008445;0.06082387902503764;0.06812153874975238;0.07641720368062381;0.03753538245620358
External Fragmentation Per Link;3;<2-3>; ;0.06688705381884952;0.07610328458970246;0.0726285642679139;0.04411505446027539;0.08441466599674717
External Fragmentation Per Link;3;<3-2>; ;0.08693146754488609;0.07287325775981408;0.09021989749768995;0.03257858144209021;0.06899568755045943
External Fragmentation Per Link;3;<1-6>; ;0.8061209245318467;0.774385603102052;0.8330240396189842;0.7971108849093037;0.8681147802605743
External Fragmentation Per Link;3;<2-5>; ;0.839651011483241;0.8252961602348853;0.7780271157603181;0.8511037842185102;0.8468309066267221
External Fragmentation Per Link;3;<3-4>; ;0.754555948651648;0.8054556159334877;0.8052426778401666;0.7827911026569215;0.8410547268105566
External Fragmentation Per Link;3;<4-3>; ;0.8075997970928619;0.8375474974329435;0.8140357827632894;0.7713009166483563;0.8308917587003735
External Fragmentation Per Link;3;<5-2>; ;0.7925592596400395;0.836446262728354;0.8428390166060039;0.8453037856175093;0.8112169565442046
External Fragmentation Per Link;3;<6-1>; ;0.7975865059844041;0.8270394553798516;0.8133897027641269;0.8498298897663749;0.7798898099746902
External Fragmentation Per Link;3;<4-5>; ;0.7813013422844868;0.6314892399144985;0.5806591605571658;0.6500907235781938;0.6638837054371224
External Fragmentation Per Link;3;<5-4>; ;0.677424205572632;0.6321087627142249;0.6332491622155841;0.6685623271431365;0.612140404720619
External Fragmentation Per Link;3;<5-6>; ;0.5306450263611959;0.6237275389932817;0.6504866112915795;0.5915177449145383;0.6340849415121302
External Fragmentation Per Link;3;<6-5>; ;0.6755266501908341;0.6858543204403973;0.6300068566911161;0.6234115821069864;0.6918067057310301


