Metrics;load point;node; ;rep1;rep2;rep3;rep4;rep5
Rx Utilization Per Node;2;5; ;0.9649277925139994;0.938599076530111;0.9734748010610079;0.9166912270360547;0.9691521760487277
Rx Utilization Per Node;2;6; ;0.9563807839669909;0.9815306022202573;0.9805481874447391;0.9774044601630808;0.9443953237056686
Rx Utilization Per Node;3;1; ;0.7785637095981923;0.9876215738284704;0.9833971902937421;0.9138422241870517;0.9545141958935063
Rx Utilization Per Node;3;2; ;0.97789566755084;0.9766185283426663;0.9766185283426663;0.975144906179389;0.9860497101876412
Rx Utilization Per Node;3;3; ;0.962373514097652;0.9752431476569408;0.9843796050692603;0.9810393948324982;0.9720011788977306
Rx Utilization Per Node;3;4; ;0.9837901562039493;0.9888004715590922;0.9661066902446213;0.9636506533058257;0.9719029374201787
Rx Utilization Per Node;3;5; ;0.9812358777876019;0.9810393948324982;0.9794675311916691;0.9840848806366048;0.9902740937223696
Rx Utilization Per Node;3;6; ;0.9936143039591315;0.9919441988407506;0.9722959033303861;0.980646428922291;0.9848708124570194


Max Tx Utilization Per Node;1;1; ;1;1;1;1;1
Max Tx Utilization Per Node;1;2; ;1;1;1;1;1
Max Tx Utilization Per Node;1;3; ;1;1;1;1;1
Max Tx Utilization Per Node;1;4; ;1;1;1;1;1
Max Tx Utilization Per Node;1;5; ;1;1;1;1;1
Max Tx Utilization Per Node;1;6; ;1;1;1;1;1
Max Tx Utilization Per Node;2;1; ;1;1;1;1;1
Max Tx Utilization Per Node;2;2; ;1;1;1;1;1
Max Tx Utilization Per Node;2;3; ;1;1;1;1;1
Max Tx Utilization Per Node;2;4; ;1;1;1;1;1
Max Tx Utilization Per Node;2;5; ;1;1;1;1;1
Max Tx Utilization Per Node;2;6; ;1;1;1;1;1
Max Tx Utilization Per Node;3;1; ;1;1;1;1;1
Max Tx Utilization Per Node;3;2; ;1;1;1;1;1
Max Tx Utilization Per Node;3;3; ;1;1;1;1;1
Max Tx Utilization Per Node;3;4; ;1;1;1;1;1
Max Tx Utilization Per Node;3;5; ;1;1;1;1;1
Max Tx Utilization Per Node;3;6; ;1;1;1;1;1


Max Rx Utilization Per Node;1;1; ;1;1;1;1;1
Max Rx Utilization Per Node;1;2; ;1;1;1;1;1
Max Rx Utilization Per Node;1;3; ;1;1;1;1;1
Max Rx Utilization Per Node;1;4; ;1;1;1;1;1
Max Rx Utilization Per Node;1;5; ;1;1;1;1;1
Max Rx Utilization Per Node;1;6; ;1;1;1;1;1
Max Rx Utilization Per Node;2;1; ;1;1;1;1;1
Max Rx Utilization Per Node;2;2; ;1;1;1;1;1
Max Rx Utilization Per Node;2;3; ;1;1;1;1;1
Max Rx Utilization Per Node;2;4; ;1;1;1;1;1
Max Rx Utilization Per Node;2;5; ;1;1;1;1;1
Max Rx Utilization Per Node;2;6; ;1;1;1;1;1
Max Rx Utilization Per Node;3;1; ;1;1;1;1;1
Max Rx Utilization Per Node;3;2; ;1;1;1;1;1
Max Rx Utilization Per Node;3;3; ;1;1;1;1;1
Max Rx Utilization Per Node;3;4; ;1;1;1;1;1
Max Rx Utilization Per Node;3;5; ;1;1;1;1;1
Max Rx Utilization Per Node;3;6; ;1;1;1;1;1
